epoch	time	train_nll	train_acc	valid_nll	valid_acc	test_nll	test_acc
289	12316	0.2365	0.00000	0.0000	0.00000	0.3025	0.00000
290	12359	0.2416	0.00000	0.0000	0.00000	0.2830	0.00000
291	12402	0.2441	0.00000	0.0000	0.00000	0.2724	0.00000
292	12445	0.2401	0.00000	0.0000	0.00000	0.2710	0.00000
293	12487	0.2379	0.00000	0.0000	0.00000	0.2697	0.00000
294	12530	0.2406	0.00000	0.0000	0.00000	0.2725	0.00000
295	12573	0.2413	0.00000	0.0000	0.00000	0.2725	0.00000
296	12615	0.2347	0.00000	0.0000	0.00000	0.2764	0.00000
297	12658	0.2362	0.00000	0.0000	0.00000	0.2863	0.00000
298	12701	0.2383	0.00000	0.0000	0.00000	0.2893	0.00000
299	12743	0.2350	0.00000	0.0000	0.00000	0.2680	0.00000
300	12786	0.2329	0.00000	0.0000	0.00000	0.2902	0.00000
301	12829	0.2351	0.00000	0.0000	0.00000	0.2797	0.00000
302	12872	0.2370	0.00000	0.0000	0.00000	0.2676	0.00000
303	12915	0.2343	0.00000	0.0000	0.00000	0.2694	0.00000
304	12957	0.2341	0.00000	0.0000	0.00000	0.2695	0.00000
305	13000	0.2335	0.00000	0.0000	0.00000	0.2658	0.00000
306	13043	0.2318	0.00000	0.0000	0.00000	0.2797	0.00000
307	13086	0.2330	0.00000	0.0000	0.00000	0.2686	0.00000
308	13128	0.2284	0.00000	0.0000	0.00000	0.2615	0.00000
309	13171	0.2305	0.00000	0.0000	0.00000	0.2631	0.00000
310	13214	0.2308	0.00000	0.0000	0.00000	0.2760	0.00000
311	13257	0.2316	0.00000	0.0000	0.00000	0.2681	0.00000
312	13300	0.2273	0.00000	0.0000	0.00000	0.2783	0.00000
313	13343	0.2351	0.00000	0.0000	0.00000	0.2741	0.00000
314	13385	0.2274	0.00000	0.0000	0.00000	0.2663	0.00000
315	13428	0.2189	0.00000	0.0000	0.00000	0.2820	0.00000
316	13471	0.2304	0.00000	0.0000	0.00000	0.2735	0.00000
317	13514	0.2279	0.00000	0.0000	0.00000	0.2688	0.00000
318	13556	0.2271	0.00000	0.0000	0.00000	0.2738	0.00000
319	13599	0.2257	0.00000	0.0000	0.00000	0.2605	0.00000
320	13642	0.2247	0.00000	0.0000	0.00000	0.2651	0.00000
321	13685	0.2259	0.00000	0.0000	0.00000	0.2640	0.00000
322	13728	0.2240	0.00000	0.0000	0.00000	0.2683	0.00000
323	13771	0.2231	0.00000	0.0000	0.00000	0.2618	0.00000
324	13813	0.2228	0.00000	0.0000	0.00000	0.2817	0.00000
325	13856	0.2186	0.00000	0.0000	0.00000	0.2638	0.00000
326	13899	0.2210	0.00000	0.0000	0.00000	0.2747	0.00000
327	13942	0.2227	0.00000	0.0000	0.00000	0.2568	0.00000
328	13985	0.2184	0.00000	0.0000	0.00000	0.2705	0.00000
329	14027	0.2192	0.00000	0.0000	0.00000	0.2626	0.00000
330	14070	0.2191	0.00000	0.0000	0.00000	0.2844	0.00000
331	14113	0.2203	0.00000	0.0000	0.00000	0.2724	0.00000
332	14156	0.2223	0.00000	0.0000	0.00000	0.2663	0.00000
333	14199	0.2194	0.00000	0.0000	0.00000	0.2662	0.00000
334	14242	0.2211	0.00000	0.0000	0.00000	0.2664	0.00000
335	14284	0.2220	0.00000	0.0000	0.00000	0.2585	0.00000
336	14327	0.2186	0.00000	0.0000	0.00000	0.2712	0.00000
337	14370	0.2228	0.00000	0.0000	0.00000	0.2598	0.00000
338	14413	0.2163	0.00000	0.0000	0.00000	0.2568	0.00000
339	14456	0.2170	0.00000	0.0000	0.00000	0.2605	0.00000
340	14498	0.2150	0.00000	0.0000	0.00000	0.2676	0.00000
341	14541	0.2152	0.00000	0.0000	0.00000	0.2567	0.00000
342	14584	0.2121	0.00000	0.0000	0.00000	0.2707	0.00000
343	14627	0.2138	0.00000	0.0000	0.00000	0.2643	0.00000
344	14669	0.2091	0.00000	0.0000	0.00000	0.2657	0.00000
345	14712	0.2119	0.00000	0.0000	0.00000	0.2683	0.00000
346	14754	0.2106	0.00000	0.0000	0.00000	0.2682	0.00000
347	14797	0.2143	0.00000	0.0000	0.00000	0.2675	0.00000
348	14840	0.2146	0.00000	0.0000	0.00000	0.2793	0.00000
349	14882	0.2086	0.00000	0.0000	0.00000	0.2684	0.00000
350	14925	0.2100	0.00000	0.0000	0.00000	0.2628	0.00000
351	14968	0.2076	0.00000	0.0000	0.00000	0.3001	0.00000
352	15010	0.2129	0.00000	0.0000	0.00000	0.2688	0.00000
353	15053	0.2095	0.00000	0.0000	0.00000	0.2636	0.00000
354	15096	0.2096	0.00000	0.0000	0.00000	0.2586	0.00000
355	15138	0.2059	0.00000	0.0000	0.00000	0.2602	0.00000
356	15181	0.2079	0.00000	0.0000	0.00000	0.2701	0.00000
357	15223	0.2083	0.00000	0.0000	0.00000	0.2674	0.00000
358	15266	0.2109	0.00000	0.0000	0.00000	0.2674	0.00000
359	15308	0.2087	0.00000	0.0000	0.00000	0.2612	0.00000
360	15351	0.2070	0.00000	0.0000	0.00000	0.2608	0.00000
361	15393	0.2023	0.00000	0.0000	0.00000	0.2698	0.00000
362	15436	0.2074	0.00000	0.0000	0.00000	0.2632	0.00000
363	15478	0.2036	0.00000	0.0000	0.00000	0.2566	0.00000
364	15521	0.2060	0.00000	0.0000	0.00000	0.2628	0.00000
365	15563	0.2107	0.00000	0.0000	0.00000	0.2585	0.00000
366	15606	0.2015	0.00000	0.0000	0.00000	0.2602	0.00000
367	15648	0.2034	0.00000	0.0000	0.00000	0.2648	0.00000
368	15691	0.2057	0.00000	0.0000	0.00000	0.2719	0.00000
369	15733	0.1960	0.00000	0.0000	0.00000	0.2566	0.00000
370	15776	0.2015	0.00000	0.0000	0.00000	0.2637	0.00000
371	15818	0.2034	0.00000	0.0000	0.00000	0.2627	0.00000
372	15861	0.2017	0.00000	0.0000	0.00000	0.2653	0.00000
373	15903	0.2056	0.00000	0.0000	0.00000	0.2675	0.00000
374	15946	0.2037	0.00000	0.0000	0.00000	0.2690	0.00000
375	15988	0.2027	0.00000	0.0000	0.00000	0.2582	0.00000
376	16031	0.1966	0.00000	0.0000	0.00000	0.2610	0.00000
377	16073	0.2052	0.00000	0.0000	0.00000	0.2565	0.00000
378	16116	0.2037	0.00000	0.0000	0.00000	0.2617	0.00000
379	16158	0.2019	0.00000	0.0000	0.00000	0.2710	0.00000
380	16201	0.2006	0.00000	0.0000	0.00000	0.2794	0.00000
381	16243	0.1985	0.00000	0.0000	0.00000	0.2653	0.00000
382	16286	0.1945	0.00000	0.0000	0.00000	0.2565	0.00000
383	16328	0.1992	0.00000	0.0000	0.00000	0.2615	0.00000
384	16371	0.2006	0.00000	0.0000	0.00000	0.2670	0.00000
385	16413	0.1963	0.00000	0.0000	0.00000	0.2700	0.00000
386	16456	0.1973	0.00000	0.0000	0.00000	0.2682	0.00000
387	16498	0.1954	0.00000	0.0000	0.00000	0.2604	0.00000
388	16540	0.1940	0.00000	0.0000	0.00000	0.2626	0.00000
389	16583	0.1972	0.00000	0.0000	0.00000	0.2630	0.00000
390	16625	0.1935	0.00000	0.0000	0.00000	0.2667	0.00000
391	16668	0.1914	0.00000	0.0000	0.00000	0.2638	0.00000
392	16710	0.2003	0.00000	0.0000	0.00000	0.2744	0.00000
393	16753	0.1938	0.00000	0.0000	0.00000	0.2721	0.00000
394	16795	0.1950	0.00000	0.0000	0.00000	0.2662	0.00000
395	16838	0.1931	0.00000	0.0000	0.00000	0.2636	0.00000
